Max,Min,Mean,Std,RMS,Skewness,Kurtosis,Crest Factor,Form Factor,Fault
0.315,-0.598,-0.11717568359375,0.0936887871720052,0.1500243349400981,-0.0665192456702564,0.2377379349138944,2.099659366100663,-1.2803367587786807,Inner Race
0.388,-0.627,-0.117638720703125,0.0933962531124154,0.1502042036136243,-0.0510364488154321,0.2894134217479731,2.5831500761327977,-1.2768262245275697,Inner Race
0.376,-0.725,-0.118024462890625,0.093985185199939,0.1508726534808723,-0.0581573627811728,0.371994423430996,2.492168006097072,-1.2783167979394936,Inner Race
0.332,-0.757,-0.11713369140625,0.0927838341655567,0.149427979948222,-0.0400690136656991,0.2396648029862138,2.2218061176698,-1.275704523218406,Inner Race
0.291,-0.625,-0.117235107421875,0.0941539624697261,0.1503615848585398,-0.0662749702178182,0.3075527484398894,1.9353347483918368,-1.2825644823052702,Inner Race
0.288,-0.566,-0.117193408203125,0.0932252731599391,0.1497491973906392,-0.0605817082123739,0.2338948228883817,1.9232156500225943,-1.277795395548929,Inner Race
0.361,-0.769,-0.117047802734375,0.0940378386785413,0.1501428367773397,-0.0540705777665354,0.4021023925399771,2.404377110147181,-1.282748016364473,Inner Race
0.281,-0.688,-0.11685087890625,0.094565057264206,0.1503204620422441,-0.0600525158197983,0.3622927901797439,1.8693396506526927,-1.2864298792553106,Inner Race
0.261,-0.74,-0.116437255859375,0.0940049196421577,0.1496466771382366,-0.0583997198461437,0.3312879886463746,1.7441082220549438,-1.2852130190956206,Inner Race
0.273,-0.737,-0.116087890625,0.0932762541209436,0.1489175379378424,-0.0314839836574726,0.2758645794772114,1.833229341422157,-1.2827999297436838,Inner Race
0.325,-0.71,-0.1180837890625,0.0935882680421592,0.1506722186750721,-0.0571620467935557,0.2870790277817887,2.157000161395841,-1.275977167325851,Inner Race
0.303,-0.662,-0.1177666503906249,0.0943013227932229,0.1508684500118708,-0.0787510378743511,0.3669842988213374,2.0083721942934982,-1.281079571435964,Inner Race
0.281,-0.764,-0.117586181640625,0.0942563824500503,0.1506995087694694,-0.0845864758474035,0.3788931250171043,1.864637796728695,-1.281609000877736,Inner Race
0.264,-0.627,-0.11768076171875,0.0937076503158989,0.1504309032101616,-0.0984837285714468,0.2937348658411807,1.754958551509693,-1.2782964778022297,Inner Race
0.366,-0.669,-0.117975146484375,0.0946899062524047,0.1512741740430992,-0.1043088832451184,0.3979033098652484,2.4194480142772,-1.2822545981168536,Inner Race
0.354,-0.645,-0.1180702636718749,0.0940581707968837,0.1509539488643287,-0.0679931510802967,0.4062607873482715,2.3450860521586008,-1.2785094584343413,Inner Race
0.31,-0.693,-0.118332958984375,0.0959351241818856,0.1523344604539526,-0.0897155740715743,0.3483896510953439,2.0349958839005184,-1.2873375411331285,Inner Race
0.315,-0.618,-0.116848828125,0.0945455218636591,0.1503065796001417,-0.0707516158353031,0.2827337148963567,2.0957166402029075,-1.2863336501702016,Inner Race
0.322,-0.532,-0.117311865234375,0.0929313862311359,0.1496592615913834,-0.0436038435355126,0.2113613588365801,2.15155411416609,-1.275738488109299,Inner Race
0.388,-0.737,-0.118067724609375,0.0956671116582813,0.1519596557079892,-0.0765801343848138,0.5881013729947764,2.5533092858909456,-1.2870550034799526,Inner Race
0.269,-0.671,-0.1172342773437499,0.095024098381781,0.1509073032035105,-0.0793244659311424,0.4101766194509215,1.7825512370148986,-1.287228501959591,Inner Race
0.432,-0.732,-0.1181517578125,0.0943367393876676,0.1511913480675027,-0.0532849004652256,0.4990405219426606,2.8573063572865567,-1.2796368912888678,Inner Race
0.295,-0.696,-0.1166873046875,0.0926872551482578,0.1490182366802172,-0.0890102709116669,0.3527321642072429,1.9796234781186504,-1.2770732607056323,Inner Race
0.41,-0.681,-0.1175331542968749,0.0946764672619722,0.1509212978169934,-0.0320632394858097,0.470341046575236,2.716647722557782,-1.2840742573434547,Inner Race
0.352,-0.769,-0.1176474609375,0.0931178215555065,0.1500380963991937,-0.0807577997555415,0.5221349062654892,2.346070820996444,-1.275319460391085,Inner Race
0.264,-0.642,-0.118209912109375,0.0929901455829485,0.1504005594121391,-0.0675088685406627,0.1594891930552648,1.7553126200585931,-1.2723176654845945,Inner Race
0.349,-0.667,-0.118037841796875,0.0933640400289963,0.150497011397081,-0.0663537403638005,0.1821784525632077,2.3189829270375077,-1.2749895212084887,Inner Race
0.393,-0.718,-0.1172613281249999,0.0949685398143213,0.1508933472559136,-0.089854533830153,0.4368066626629776,2.6044885818158425,-1.2868125380181787,Inner Race
0.293,-0.776,-0.1177978515625,0.0956246408228041,0.1517232983998955,-0.0858286881244306,0.4593189273569296,1.9311470492009928,-1.2879971611315484,Inner Race
0.266,-0.703,-0.11715107421875,0.0934237172546113,0.1498397109075019,-0.0563786392222754,0.2930680733586426,1.7752303337277884,-1.279029764829251,Inner Race
