Max,Min,Mean,Std,RMS,Skewness,Kurtosis,Crest Factor,Form Factor,Fault
0.481,-0.645,-0.002109326171875,0.1088962765828166,0.1089140454078783,0.0431027391957907,1.006776572161602,4.416326638117941,-51.63452047393106,Outer Race
0.508,-0.537,-0.002089306640625,0.1074086594776028,0.1074263562701648,0.0268949187713403,0.9068871803457426,4.728820911717783,-51.41722817576888,Outer Race
0.554,-0.54,-0.0015421874999999,0.1087187592785771,0.10872704274567,0.0806619307557686,1.0603545696118717,5.095328503469877,-70.50183116233922,Outer Race
0.591,-0.461,-0.002320263671875,0.1101813527073741,0.1102030913263808,0.0475961540652055,1.0301707022657904,5.362825968735092,-47.49593447598389,Outer Race
0.498,-0.63,-0.00259462890625,0.1098207415457342,0.109848707213888,-0.018424554747732,0.916052739774266,4.533508064235447,-42.336962696007134,Outer Race
0.459,-0.508,-0.0022509277343749,0.1085392998071921,0.1085599882319534,-0.0036354035066314,0.8931869313243754,4.228077097975388,-48.22899757023813,Outer Race
0.481,-0.5,-0.001853466796875,0.1097014070716708,0.109714385727428,-0.0064960635077652,0.848281623979878,4.384110586874044,-59.19414683468286,Outer Race
0.508,-0.505,-0.001722412109375,0.1102043755505645,0.1102151444955359,0.0320019566495908,0.9059697447366252,4.609166937313007,-63.9888351316393,Outer Race
0.535,-0.635,-0.00207275390625,0.1084120752738046,0.1084292418505324,0.0073191696796633,1.0122842708610325,4.934093339299439,-52.31168134508607,Outer Race
0.461,-0.542,-0.002813916015625,0.1087536321202084,0.1087873757162768,-0.0315149998834979,0.8320085701973237,4.237624053017991,-38.66049132675128,Outer Race
0.471,-0.505,-0.001585400390625,0.1094463542113424,0.1094551645955576,0.0212222295706965,0.8222930741404464,4.303131805067112,-69.0394459612868,Outer Race
0.488,-0.535,-0.0023180175781249,0.1102034177705955,0.1102251037029592,0.0081085277384022,0.8269563510962903,4.4273036142028905,-47.55145290663337,Outer Race
0.532,-0.61,-0.001716650390625,0.1100616629129199,0.1100723627838892,-0.0081599650969452,0.9084708488889331,4.833184157630042,-64.1204309188512,Outer Race
0.581,-0.537,-0.0021333984375,0.1104730749364999,0.1104909759288909,0.0049613938625755,0.879627827745582,5.258347979240551,-51.79106442881273,Outer Race
0.564,-0.564,-0.0018983398437499,0.1110688458003634,0.1110823561316107,0.0062909084348863,0.9099369898952698,5.077313982535362,-58.51552686803304,Outer Race
0.491,-0.527,-0.0020310546874999,0.1117952509987227,0.1118109702417712,-0.0330635650758196,0.7817483976428661,4.391340124661295,-55.05069407037876,Outer Race
0.618,-0.657,-0.001701220703125,0.1137686119874998,0.1137785534646825,0.0703429710398706,1.052112016993649,5.431603594712868,-66.8805365792227,Outer Race
0.62,-0.542,-0.0015712890625,0.1112047429041389,0.1112131285457679,-0.0532485151716763,1.0033177994866709,5.574881384124081,-70.7782744753675,Outer Race
0.576,-0.515,-0.002117041015625,0.1127813816354024,0.1127984965772067,0.0443649320279526,0.9862478404867367,5.106451038607128,-53.28120510877584,Outer Race
0.657,-0.613,-0.00217099609375,0.1375930833769539,0.1376068508837995,0.0117226228298179,1.4336477013618838,4.774471589025722,-63.3842001282042,Outer Race
0.627,-0.693,-0.0020646972656249,0.1371483160400195,0.1371605086274949,-0.0752793676306691,1.4273041972048397,4.571286635447141,-66.43129281520864,Outer Race
0.691,-0.737,-0.0016225585937499,0.135819182925699,0.1358255587946355,0.0082389365913104,1.5249259113539804,5.087407746613968,-83.7107265758091,Outer Race
0.625,-0.713,-0.0017740234375,0.1412752336545445,0.1412829227394892,-0.0611675312452147,1.3176026286859113,4.423747668020952,-79.6398287378823,Outer Race
0.774,-0.596,-0.001969189453125,0.1392334590845396,0.1392439846307889,-0.0380716587832225,1.6537288893365218,5.558588416241409,-70.71131952784737,Outer Race
0.652,-0.64,-0.002134130859375,0.1414795026066378,0.1414921439749946,-0.0040098893253534,1.3522060346138831,4.608029687607428,-66.29965700249137,Outer Race
0.718,-0.789,-0.002247119140625,0.1454477071524187,0.1454615141527455,-0.033339749584031,1.437558648016564,4.9360135165790044,-64.7324440983079,Outer Race
0.635,-0.669,-0.00166953125,0.1422597737385957,0.1422660970955923,-0.0529050612972474,1.4853535454212468,4.463466791904236,-85.21319807316713,Outer Race
0.671,-0.693,-0.00187568359375,0.1484769458926731,0.1484851683328801,-0.0914052479377008,1.620823143967498,4.518969857620559,-79.16322818392734,Outer Race
0.72,-0.674,-0.001901904296875,0.1473325278731989,0.1473412064003672,-0.0295395488057662,1.7896846992249609,4.886616701396884,-77.47035781057022,Outer Race
0.698,-0.693,-0.002075,0.1501966523159302,0.1502073183189238,-0.0267654972085281,1.6040517585662144,4.646910735187945,-72.38906906936087,Outer Race
0.71,-0.73,-0.00192333984375,0.1523520502211248,0.1523604708772505,-0.0330290326043782,1.810801100303367,4.660001350166559,-79.2166144596621,Outer Race
0.884,-0.671,-0.002055224609375,0.1579652181156697,0.1579747311244052,-0.031601049162409,1.7393804972418776,5.595831647935197,-76.8649472197814,Outer Race
0.818,-0.742,-0.001617919921875,0.1564215366094419,0.1564260849997831,-0.0602272523283978,2.042511386601019,5.229306864012701,-96.6834531702296,Outer Race
0.745,-0.769,-0.0012828125,0.1585495430856753,0.1585508618117542,-0.0504892281628051,1.721753271927967,4.698807634893404,-123.59628691781084,Outer Race
0.752,-0.662,-0.0018984375,0.161846507664109,0.161853690380676,-0.0607515548255962,1.6776130487569798,4.646171478891298,-85.25626489187874,Outer Race
0.803,-0.781,-0.0017682617187499,0.1632428382441497,0.1632484297158398,-0.0392463518565913,2.014299305970229,4.918883455098164,-92.32141825206828,Outer Race
0.95,-0.723,-0.00204306640625,0.1611688712184462,0.161177885703479,-0.0595577050334246,1.7970980504852123,5.8941088341841565,-78.89018448466256,Outer Race
0.791,-0.706,-0.002097509765625,0.1638508365828766,0.1638602615118576,-0.0527435246211672,1.9384792969903688,4.827283886293321,-78.12133425897629,Outer Race
0.75,-0.737,-0.002159423828125,0.1641305375759461,0.1641407356615524,-0.0785793540574569,1.7145933597208325,4.569249656261146,-76.01135706836841,Outer Race
0.764,-0.771,-0.0017100585937499,0.1652238661335897,0.1652286817872618,-0.0734182789922756,1.9823350628977887,4.623894542617477,-96.62164933479308,Outer Race
0.879,-0.845,-0.002062841796875,0.1666483318056572,0.1666570303692117,-0.0378669958367694,2.070375814319492,5.274304948628117,-80.79002016620012,Outer Race
0.793,-0.811,-0.00135634765625,0.1676573838459391,0.1676587770662298,-0.0511941569021875,2.181466011327464,4.729844830531857,-123.61047427159572,Outer Race
0.901,-0.781,-0.001411767578125,0.1664897893907791,0.1664917103029738,-0.0185437449854731,2.246139719607015,5.411680848015808,-117.93138819924964,Outer Race
0.859,-0.713,-0.001423291015625,0.164215977078354,0.1642181358516108,-0.0726217916515766,2.048265278551177,5.230847345485646,-115.37916985972042,Outer Race
0.818,-0.698,-0.0019080078124999,0.1702770173687919,0.1702835500051128,-0.0875667403520074,1.7635030581200928,4.803752329426062,-89.24677817854209,Outer Race
0.857,-0.837,-0.0013025390624999,0.1736244213604667,0.1736250683382695,-0.0285776227105444,1.9481747463296504,4.935923183225637,-133.29739839435297,Outer Race
0.737,-0.762,-0.0016712890624999,0.1729826984738246,0.1729865488809751,-0.0979575940446281,1.8533408002142415,4.260446865768153,-103.50486505441076,Outer Race
0.869,-0.796,-0.0019521484375,0.1732873710622049,0.173294136130417,-0.0940863573157176,1.9496935060750664,5.014595527606378,-88.77098319036868,Outer Race
0.771,-0.82,-0.0023975097656249,0.1684755422719141,0.1684884876155768,-0.0995443978297185,1.922931414017868,4.575980299372815,-70.27645519168681,Outer Race
0.745,-0.735,-0.002488720703125,0.1629103687349087,0.1629254003646588,-0.0899493245363424,1.853714454627985,4.572644893506749,-65.46552216971519,Outer Race
0.752,-0.652,-0.0012291015625,0.1610566958953056,0.1610574537796023,-0.1114045627896805,1.866485013446804,4.669141243404156,-131.0367334103868,Outer Race
0.779,-0.73,-0.001824755859375,0.1632454699332337,0.1632516828791992,-0.1450887730643338,1.885097468387091,4.771773168037931,-89.46494515442453,Outer Race
0.715,-0.791,-0.0028531249999999,0.1655599120758017,0.1655804530304868,-0.1021777647124611,2.0417465645668478,4.318142551937296,-58.03476995592091,Outer Race
0.747,-0.811,-0.00159970703125,0.1713732285280802,0.1713765109228617,-0.0893757911927414,1.970093577798476,4.358823714973589,-107.12993540382786,Outer Race
0.706,-0.82,-0.0012562499999999,0.1615872200064641,0.1615881583228061,-0.170432555514674,1.6564867894928632,4.369132041158719,-128.62738970969642,Outer Race
0.781,-0.776,-0.00187587890625,0.1604789532385771,0.1604859989512325,-0.1038007753556741,1.98490345954953,4.866468134938834,-85.55243007239422,Outer Race
0.786,-0.769,-0.001698974609375,0.1626363748317165,0.1626412782795026,-0.1503210544017312,1.736723116337772,4.832721485681153,-95.72908116580584,Outer Race
0.767,-0.82,-0.002241943359375,0.1596591304925555,0.159670972878849,-0.2237975242094572,1.9295291429236936,4.803628274889792,-71.21989599387624,Outer Race
0.752,-0.754,-0.001975537109375,0.1652318441452766,0.1652396198931172,-0.167343692174723,1.6974521777379588,4.550966653677972,-83.64288329941525,Outer Race
0.728,-0.75,-0.00103154296875,0.163523838880701,0.1635231001934436,-0.1686785790474793,1.7968259315566666,4.45197038913031,-158.52281984103593,Outer Race
