Max,Min,Mean,Std,RMS,Skewness,Kurtosis,Crest Factor,Form Factor,Fault
0.261,-0.562,-0.117866845703125,0.0768206462128916,0.1406901448066037,-0.0098686142230625,0.3821080333167042,1.8551406024834027,-1.1936362932878046,Roller Element
0.295,-0.657,-0.11698798828125,0.076043922894251,0.1395298722636348,-0.0374287388568815,0.6445127938449784,2.114242600628287,-1.1926854569735144,Roller Element
0.269,-0.525,-0.1175549804687499,0.0768839239071391,0.1404635986958676,-0.0177722432415257,0.452600422043854,1.9150869157385035,-1.1948757775788796,Roller Element
0.22,-0.527,-0.116833251953125,0.0751962906714139,0.1389396084452589,-0.0229643655150719,0.453947034909238,1.5834217647639202,-1.189212883511993,Roller Element
0.327,-0.532,-0.1182227539062499,0.0773856194533746,0.1412970673102196,-0.0568058031884232,0.7142956208890823,2.314273085952074,-1.1951765852305174,Roller Element
0.271,-0.476,-0.116823291015625,0.0765308277786006,0.1396580213931628,-0.0532672347663907,0.4370067988793793,1.9404542417014885,-1.1954638512493514,Roller Element
0.408,-0.535,-0.11734423828125,0.0794271678331505,0.1416969908185465,-0.0613814042748976,0.5720648452879193,2.8793836597593963,-1.2075325801589676,Roller Element
0.244,-0.518,-0.117182861328125,0.0772922651491318,0.1403767271919009,-0.0176723387993038,0.5451239125299638,1.738179859874078,-1.1979288233868135,Roller Element
0.254,-0.53,-0.11731806640625,0.0772827703872723,0.1404843894241456,-0.0646695145219713,0.4929714257799023,1.808030066836337,-1.1974659464440462,Roller Element
0.2,-0.481,-0.11735712890625,0.0765614998730731,0.1401216355667683,-0.0285176977922882,0.2787036123014781,1.427331326750746,-1.1939763427469638,Roller Element
0.291,-0.569,-0.117688427734375,0.0774060956299599,0.1408615529504391,-0.0064453449132946,0.5868956923835325,2.0658582409806714,-1.196902326440849,Roller Element
0.208,-0.493,-0.117669775390625,0.0764619467627364,0.1403293264896788,0.0085833850111585,0.4235522047109241,1.4822275942106675,-1.192569001035581,Roller Element
0.239,-0.61,-0.117681640625,0.0769150347416472,0.1405866360864138,-0.0358046322064881,0.4078151065115296,1.7000193379198207,-1.1946352493028376,Roller Element
0.281,-0.457,-0.11773447265625,0.0778426032172843,0.1411402885596012,-0.0395367013740589,0.4146696664779328,1.990926920071716,-1.1988017220044742,Roller Element
0.237,-0.627,-0.1169283203125,0.0791905219409647,0.1412199159057868,-0.0604694354282317,0.545060376675945,1.678233544326083,-1.2077477511723904,Roller Element
0.278,-0.505,-0.11757255859375,0.0774432981972124,0.1407852198385896,-0.0209903411690512,0.3602380750867344,1.9746391014534568,-1.1974326451893134,Roller Element
0.327,-0.54,-0.11728046875,0.0784021427666668,0.1410719823324913,0.0216551084578873,0.4283125209393255,2.3179655846140768,-1.2028599803195392,Roller Element
0.249,-0.5,-0.11732197265625,0.0781380228092615,0.1409599154153628,-0.0082235530128468,0.4252567459246479,1.766459629791053,-1.201479247441324,Roller Element
0.259,-0.513,-0.1171994140624999,0.0788569418989663,0.1412579778582213,-0.0054573796940821,0.5043959368260986,1.8335247603498523,-1.2052788743712612,Roller Element
0.305,-0.483,-0.117897802734375,0.0789681122179028,0.1418997890995063,-0.0353079122617293,0.5220753368467004,2.149404181186772,-1.203582982960319,Roller Element
0.259,-0.54,-0.117053564453125,0.0785875849496466,0.1409866798548159,-0.0199688450636024,0.5598052324164606,1.8370529773926925,-1.2044629355244894,Roller Element
0.347,-0.537,-0.117825048828125,0.0781843296405077,0.1414045015430577,-0.0674774502818936,0.5846915888899793,2.453952994518624,-1.2001225796165704,Roller Element
0.208,-0.505,-0.11691708984375,0.0765961578409366,0.1397722820172601,-0.0359732184203866,0.4062147602374475,1.488134821854841,-1.1954820480398047,Roller Element
0.349,-0.479,-0.11777705078125,0.0772002468890218,0.1408226572707007,-0.0101240778708137,0.4790110313630213,2.4782943793563263,-1.195671451582311,Roller Element
0.254,-0.5,-0.117664892578125,0.0771215649855333,0.1406857217860189,-0.0546641285853726,0.375610523089668,1.8054426332355928,-1.1956473906829004,Roller Element
0.217,-0.532,-0.1174592773437499,0.0761452585349129,0.1399803526252657,-0.0147427842484582,0.4232926167432298,1.5502175550373098,-1.191735176571935,Roller Element
0.232,-0.496,-0.1175849609375,0.0773891512101914,0.1407658031203779,-0.0271396418944452,0.3197813728162213,1.6481275626410616,-1.1971412160029484,Roller Element
0.281,-0.618,-0.11764853515625,0.077436535434959,0.1408449574914957,-0.0217271182032419,0.5169409914067886,1.995101599693172,-1.197167115633343,Roller Element
0.269,-0.537,-0.117835595703125,0.0784795935661963,0.141576740626164,-0.0225342276318461,0.4964946939145673,1.90002961510676,-1.2014768524008017,Roller Element
0.381,-0.686,-0.1172755859374999,0.0774984937509569,0.1405677286155147,-0.002092510322681,0.5450581265321315,2.710437194600499,-1.198610328755278,Roller Element
0.271,-0.513,-0.118143994140625,0.0764372997436024,0.1407138189994922,-0.0206042517930812,0.5383216063914986,1.925894712593777,-1.1910365822912907,Roller Element
0.288,-0.513,-0.117203271484375,0.0782717718972297,0.1409353680894743,-0.0318601394537773,0.4336298818088502,2.0434898911759327,-1.2024866397032543,Roller Element
0.229,-0.63,-0.1181348144531249,0.0776903561197911,0.1413907037379601,-0.0345278168140603,0.5886189313764736,1.619625576122787,-1.1968588971209917,Roller Element
0.225,-0.544,-0.1174328613281249,0.0772673315423427,0.1405717821176582,-0.0312753524374686,0.4404971586808068,1.6006057304706829,-1.1970395724658334,Roller Element
0.305,-0.598,-0.1173228515625,0.0785385441077525,0.1411830486377746,-0.0649583233480013,0.538294379317724,2.160316007784484,-1.2033721202434626,Roller Element
0.288,-0.588,-0.117749755859375,0.0778084369708694,0.1411341994551971,-0.0214418913731108,0.4028354093237243,2.040611000818587,-1.198594412575679,Roller Element
0.344,-0.479,-0.117392578125,0.076094071476345,0.1398965417114108,0.0291154146103834,0.5526057996775142,2.4589599985225457,-1.1916983504906802,Roller Element
0.264,-0.508,-0.116820556640625,0.0772376409759969,0.1400442942275876,-0.0705342300687903,0.4575719188211757,1.885117858289682,-1.1987983815075096,Roller Element
0.278,-0.52,-0.1176382324218749,0.077226418763703,0.1407209375870933,-0.0146872225895714,0.5466805830884125,1.975541129605845,-1.1962177150234543,Roller Element
0.217,-0.503,-0.118449658203125,0.0770139259304854,0.1412840284992765,-0.0553960894735653,0.3064023096127517,1.5359131694146957,-1.1927770045312724,Roller Element
0.247,-0.525,-0.1179068847656249,0.0760527191242887,0.1403059768458631,-0.0439065093211903,0.5569209303438125,1.7604381905365905,-1.1899727240250897,Roller Element
0.259,-0.508,-0.118154833984375,0.0761887999641311,0.1405881026246865,-0.0406315280503058,0.3951659451474998,1.842261152719484,-1.1898633164960315,Roller Element
0.249,-0.476,-0.117857275390625,0.0777139886207333,0.1411719040536771,-0.0029703884899089,0.4045473604010881,1.7638070526081726,-1.1978208692316905,Roller Element
0.242,-0.632,-0.1170579589843749,0.0783083930010645,0.1408349060139322,-0.0589707565814621,0.6057474361811392,1.7183240068059542,-1.2031211481547446,Roller Element
0.217,-0.603,-0.1173255859375,0.07837100175672,0.1410921937206529,-0.0988281116475499,0.4366885406605894,1.5380014604467502,-1.202569691796072,Roller Element
0.264,-0.471,-0.11783291015625,0.0777717114033874,0.1411833505643016,-0.0539033190374871,0.4559555027912267,1.869908873424574,-1.1981656939227614,Roller Element
0.264,-0.559,-0.117278857421875,0.0789929061059437,0.1413998052744084,-0.0751938974316439,0.5484417549129357,1.8670464183997053,-1.205671750073124,Roller Element
