Max,Min,Mean,Std,RMS,Skewness,Kurtosis,Crest Factor,Form Factor,Fault
0.435,-0.347,-0.00199072265625,0.0781927869506838,0.078216215500288,-0.0079289358664546,0.403351302473482,5.561506616213079,-39.29036285126072,Normal
0.388,-0.342,-0.002210791015625,0.0775906102484682,0.0776202063611459,0.025307499293296,0.3787811439746842,4.998698382670365,-35.10969866104795,Normal
0.42,-0.42,-0.001653466796875,0.077154910419612,0.0771707424243678,0.0266480555232669,0.3709716410221535,5.442477120284625,-46.67208471934126,Normal
0.386,-0.444,-0.002093017578125,0.0778291376465503,0.0778553763020937,0.016956073258063,0.5047320496477581,4.957910658632566,-37.19766958280369,Normal
0.403,-0.308,-0.002283251953125,0.0761127642466407,0.0761451459513548,0.0097969120207624,0.3282860238055272,5.292523836745364,-33.34942770864067,Normal
0.369,-0.415,-0.00214443359375,0.078088260280555,0.0781157938325774,0.0137957120875914,0.4252513568644436,4.7237566424897794,-36.42723843734201,Normal
0.415,-0.322,-0.0018599121093749,0.0764453967285313,0.0764661533452669,0.0028535655331329,0.3502194854518827,5.427237828038169,-41.11277783494964,Normal
0.347,-0.378,-0.0020169921875,0.0778230999687776,0.077847334070442,0.0138251040353023,0.3000283650634645,4.457442302211772,-38.59575389180431,Normal
0.361,-0.374,-0.001845947265625,0.0780762481839147,0.0780961612397858,-0.0430604316488783,0.2665493656411368,4.622506334102498,-42.3068213778816,Normal
0.327,-0.332,-0.00199345703125,0.0785098990223919,0.0785332868816624,-0.0184836676881163,0.3650299490540867,4.163839474753405,-39.39552528625012,Normal
0.522,-0.356,-0.00148935546875,0.0773881560043588,0.0774005971644033,-0.0021353617960062,0.5059897211905784,6.744134013478496,-51.9691898867937,Normal
0.378,-0.452,-0.002094580078125,0.0770560195434319,0.0770826017349854,-0.0145525336642571,0.4441342192498969,4.903830326064844,-36.800981036727535,Normal
0.334,-0.415,-0.0021640625,0.0778261708820611,0.0778543530765541,0.0045981583886229,0.3953207884991623,4.290061978571425,-35.97601875017662,Normal
0.349,-0.393,-0.0021553710937499,0.0761664388879428,0.0761950705067673,-0.0100282042271494,0.3708725110305546,4.580348803128978,-35.351253771433,Normal
0.447,-0.349,-0.00214140625,0.0768709537905684,0.076898898724234,-0.0342199075777854,0.3071717506046743,5.8128270679529495,-35.91046711675284,Normal
0.381,-0.374,-0.002520458984375,0.0756225716943025,0.0756627175441899,0.0174453772266561,0.4878241381103683,5.0355050990268895,-30.019420277514307,Normal
0.383,-0.396,-0.00152548828125,0.0770777622243853,0.0770909751983411,0.011661562559695,0.4741829717829224,4.968156117037179,-50.5352785372904,Normal
0.386,-0.437,-0.0016271484375,0.0781071015824843,0.0781221418227172,0.0407876686462397,0.4651908835241052,4.9409807641468735,-48.01168720829582,Normal
0.405,-0.369,-0.0017623046875,0.076148395252155,0.0761669264418208,-0.0182199830960287,0.5525227754355413,5.317268516924522,-43.22006687156409,Normal
0.352,-0.403,-0.00176015625,0.0772953581124805,0.0773135098711328,0.0018540130831225,0.4821856683398366,4.552891216382729,-43.9242310852419,Normal
0.386,-0.381,-0.0016072753906249,0.0758616002178635,0.0758767732365898,-0.0136744438570431,0.2795517529898936,5.087195771971236,-47.208321410983984,Normal
0.405,-0.305,-0.001872021484375,0.076183105721405,0.0762042431228201,0.0039005882381536,0.323383632950585,5.314664687991879,-40.706927649530655,Normal
0.312,-0.347,-0.002181689453125,0.0757328068074346,0.0757623768379835,-0.0154619544773438,0.3514970442539371,4.118139015981591,-34.726471601842015,Normal
0.386,-0.374,-0.00195458984375,0.0760691953102433,0.0760924460873909,-0.0094834897942059,0.4015489104452294,5.072776863510016,-38.93013479564743,Normal
0.376,-0.378,-0.00221328125,0.078588980538484,0.0786182224572888,-0.0117911525789596,0.439417099782283,4.782606223439748,-35.521117100363455,Normal
0.381,-0.383,-0.0022400390625,0.0765163217612575,0.0765472363611597,0.0060059952705566,0.3072421319251588,4.977318817917776,-34.17227745829084,Normal
0.386,-0.396,-0.002071728515625,0.0765238829700776,0.0765500541542305,0.0162881730141213,0.4272261351496804,5.042452343956543,-36.94984819530607,Normal
0.366,-0.415,-0.00172841796875,0.0769340386568584,0.0769515739056875,-0.0086078120012089,0.4718316698550979,4.756238000389339,-44.52139198792252,Normal
0.391,-0.371,-0.0019992675781249,0.076638270674066,0.0766624733129131,0.0430934436789003,0.4289073704585178,5.100278964442688,-38.34527911707076,Normal
0.405,-0.366,-0.001380810546875,0.0771707074270825,0.0771811760440774,-0.0130501779603718,0.3569984870026563,5.2473934806164175,-55.89555802477832,Normal
0.332,-0.425,-0.0017159179687499,0.0754676632229379,0.0754853262075236,0.0124592154998261,0.3799924953296369,4.398205806083007,-43.99122078225723,Normal
0.376,-0.332,-0.002054443359375,0.0784643713163829,0.0784893475928222,0.0157177162971919,0.4158879986454877,4.790458979867793,-38.204678281663696,Normal
0.425,-0.386,-0.001628515625,0.0774334970758881,0.0774487298909333,0.0153132307539362,0.4378575899010539,5.487501223047859,-47.55786723933541,Normal
0.439,-0.371,-0.001868994140625,0.0774189669634625,0.0774396340631083,0.0024533060270339,0.4178230375813418,5.668931746787999,-41.43385598694928,Normal
0.361,-0.422,-0.001808837890625,0.0772275037681888,0.0772467994002219,-0.0027744077127935,0.3104517226707854,4.6733327827555655,-42.70520857650275,Normal
0.361,-0.371,-0.002231689453125,0.0756149784354553,0.0756460588577033,-0.007118137019192,0.3051324081525091,4.772224825077423,-33.896319558161366,Normal
